id,hist_current,hist_xday,hist_30dpd,hist_60dpd,hist_npl,percentage,all_hist_current,all_hist_xday,all_hist_30dpd,all_hist_60dpd,all_hist_npl,all_hist_percentage,STATUS
520,20,9,0,0,0,0.6897,61,30,0,0,0,0.6703,0
521,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
522,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
523,0,1,0,0,0,0.0,0,1,0,0,0,0.0,1
524,0,1,0,0,0,0.0,0,1,0,0,0,0.0,0
525,3,1,0,0,0,0.75,5,2,0,0,0,0.7143,1
526,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
527,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,0
528,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,0
529,3,1,0,0,0,0.75,5,2,0,0,0,0.7143,1
530,3,1,0,0,0,0.75,5,2,0,0,0,0.7143,1
531,3,1,0,0,0,0.75,5,2,0,0,0,0.7143,1
532,2,0,0,0,0,1.0,6,0,0,0,0,1.0,1
533,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
534,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
535,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
536,24,0,0,0,0,1.0,40,0,0,0,0,1.0,1
537,57,12,0,0,0,0.8261,58,12,0,0,0,0.8286,1
538,2,0,0,0,0,1.0,2,0,0,0,0,1.0,1
539,3,1,0,0,0,0.75,5,2,0,0,0,0.7143,1
540,5,4,1,0,0,0.5,12,4,1,0,0,0.7059,1
541,1,0,0,0,0,1.0,3,1,0,0,0,0.75,1
542,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
543,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
544,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
545,20,9,0,0,0,0.6897,61,30,0,0,0,0.6703,0
546,20,9,0,0,0,0.6897,61,30,0,0,0,0.6703,0
547,16,1,0,0,0,0.9412,17,2,0,0,0,0.8947,1
548,16,1,0,0,0,0.9412,17,2,0,0,0,0.8947,1
549,57,12,0,0,0,0.8261,58,12,0,0,0,0.8286,1
550,0,1,0,0,0,0.0,0,1,0,0,0,0.0,1
551,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
552,3,0,0,0,0,1.0,6,0,0,0,0,1.0,1
553,1,7,1,0,0,0.1111,24,10,2,0,0,0.6667,0
554,1,7,1,0,0,0.1111,24,10,2,0,0,0.6667,0
555,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
556,24,0,0,0,0,1.0,40,0,0,0,0,1.0,1
557,3,1,0,0,0,0.75,3,2,0,0,0,0.6,1
558,0,2,2,2,0,0.0,6,9,3,2,0,0.3,1
559,0,2,2,2,0,0.0,6,9,3,2,0,0.3,1
560,3,1,0,0,0,0.75,3,2,0,0,0,0.6,1
561,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
562,0,2,2,2,0,0.0,42,13,5,2,0,0.6774,1
563,1,0,0,0,0,1.0,3,1,0,0,0,0.75,1
564,17,2,0,0,0,0.8947,54,12,0,0,0,0.8182,1
565,17,2,0,0,0,0.8947,54,12,0,0,0,0.8182,1
566,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
567,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
568,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
569,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
570,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
571,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
572,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
573,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
574,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
575,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,0
576,19,15,0,0,0,0.5588,48,21,0,0,0,0.6957,1
577,24,0,0,0,0,1.0,40,0,0,0,0,1.0,1
578,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,1
579,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,1
580,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,0
581,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,0
582,10,17,21,0,0,0.2083,10,17,21,0,0,0.2083,0
583,3,0,0,0,0,1.0,9,0,0,0,0,1.0,1
584,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
585,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
586,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
587,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
588,0,1,0,0,0,0.0,0,1,0,0,0,0.0,1
589,4,1,0,0,0,0.8,4,1,0,0,0,0.8,1
590,24,0,0,0,0,1.0,43,0,0,0,0,1.0,1
591,2,1,1,3,2,0.2222,8,3,1,3,2,0.4706,1
592,57,30,1,0,0,0.6477,63,30,1,0,0,0.6702,1
593,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
594,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
595,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
596,10,16,0,0,0,0.3846,60,31,0,0,0,0.6593,1
597,0,5,0,0,0,0.0,6,7,0,0,0,0.4615,0
598,3,0,0,0,0,1.0,3,0,0,0,0,1.0,1
599,3,1,0,0,0,0.75,7,1,0,0,0,0.875,1
600,2,1,1,3,2,0.2222,8,3,1,3,2,0.4706,1
601,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
602,4,1,0,0,0,0.8,4,2,0,0,0,0.6667,1
603,2,2,1,0,0,0.4,6,2,1,0,0,0.6667,0
604,24,0,0,0,0,1.0,43,0,0,0,0,1.0,1
605,9,17,21,0,0,0.1915,13,17,21,0,0,0.2549,0
606,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
607,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
608,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
609,1,0,0,0,0,1.0,3,0,0,0,0,1.0,1
610,4,3,0,0,0,0.5714,6,3,0,0,0,0.6667,1
611,9,17,21,0,0,0.1915,13,17,21,0,0,0.2549,1
612,24,0,0,0,0,1.0,43,0,0,0,0,1.0,1
613,24,0,0,0,0,1.0,43,0,0,0,0,1.0,1
614,1,0,0,0,0,1.0,3,0,0,0,0,1.0,1
615,1,0,0,0,0,1.0,3,0,0,0,0,1.0,1
616,57,30,1,0,0,0.6477,63,30,1,0,0,0.6702,1
617,57,30,1,0,0,0.6477,63,30,1,0,0,0.6702,1
618,24,0,0,0,0,1.0,43,0,0,0,0,1.0,1
619,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
620,1,1,1,3,2,0.125,8,3,1,3,2,0.4706,1
621,1,1,1,3,2,0.125,8,3,1,3,2,0.4706,1
622,2,0,0,0,0,1.0,4,0,0,0,0,1.0,1
623,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
624,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
625,12,14,0,0,0,0.4615,63,31,0,0,0,0.6702,1
626,12,14,0,0,0,0.4615,63,31,0,0,0,0.6702,1
627,17,1,0,0,0,0.9444,24,1,0,0,0,0.96,1
628,24,9,0,0,0,0.7273,74,33,0,0,0,0.6916,0
629,1,0,0,0,0,1.0,1,0,0,0,0,1.0,1
630,24,9,0,0,0,0.7273,74,33,0,0,0,0.6916,0
631,2,0,0,0,0,1.0,4,0,0,0,0,1.0,1
632,2,0,0,0,0,1.0,2,0,0,0,0,1.0,1
633,2,0,0,0,0,1.0,2,0,0,0,0,1.0,1
634,0,2,0,0,0,0.0,0,2,0,0,0,0.0,1
635,0,2,0,0,0,0.0,0,2,0,0,0,0.0,1
